Data set D:\RNNGenerator\FusedRing8535.csv
Max Lenth 75
Node=128
NumLayer=3
Batch=size128
Dropout=0
LearnRate=0.01
Dataset size: torch.Size([402795, 1, 21])
Integer dataset size: torch.Size([402795])
Epoch: 0  | Iteration: 0    | Loss: 3.0931 | Time elapsed: [0000:00:24] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_0.pth
Epoch: 0  | Iteration: 1    | Loss: 2.8217 | Time elapsed: [0000:00:50] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_1.pth
Epoch: 0  | Iteration: 2    | Loss: 2.7515 | Time elapsed: [0000:01:16] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_2.pth
Epoch: 0  | Iteration: 3    | Loss: 2.7317 | Time elapsed: [0000:01:42] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_3.pth
Epoch: 0  | Iteration: 4    | Loss: 2.7085 | Time elapsed: [0000:02:10] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_4.pth
Epoch: 0  | Iteration: 5    | Loss: 2.7027 | Time elapsed: [0000:02:36] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_5.pth
Epoch: 0  | Iteration: 6    | Loss: 2.7016 | Time elapsed: [0000:03:04] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_6.pth
Epoch: 0  | Iteration: 7    | Loss: 2.6962 | Time elapsed: [0000:03:31] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_7.pth
Epoch: 0  | Iteration: 8    | Loss: 2.6936 | Time elapsed: [0000:03:58] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_8.pth
Epoch: 0  | Iteration: 9    | Loss: 2.6940 | Time elapsed: [0000:04:26] 
Epoch: 0  | Iteration: 10   | Loss: 2.6928 | Time elapsed: [0000:04:54] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_10.pth
Epoch: 0  | Iteration: 11   | Loss: 2.6919 | Time elapsed: [0000:05:22] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_11.pth
Epoch: 0  | Iteration: 12   | Loss: 2.6907 | Time elapsed: [0000:05:51] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_12.pth
Epoch: 0  | Iteration: 13   | Loss: 2.6908 | Time elapsed: [0000:06:19] 
Epoch: 0  | Iteration: 14   | Loss: 2.6886 | Time elapsed: [0000:06:47] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_14.pth
Epoch: 0  | Iteration: 15   | Loss: 2.6852 | Time elapsed: [0000:07:15] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_15.pth
Epoch: 0  | Iteration: 16   | Loss: 2.6839 | Time elapsed: [0000:07:43] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_16.pth
Epoch: 0  | Iteration: 17   | Loss: 2.6845 | Time elapsed: [0000:08:11] 
Epoch: 0  | Iteration: 18   | Loss: 2.6854 | Time elapsed: [0000:08:39] 
Epoch: 0  | Iteration: 19   | Loss: 2.6855 | Time elapsed: [0000:09:07] 
Epoch: 0  | Iteration: 20   | Loss: 2.6835 | Time elapsed: [0000:09:35] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_20.pth
Epoch: 0  | Iteration: 21   | Loss: 2.6815 | Time elapsed: [0000:10:03] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_21.pth
Epoch: 0  | Iteration: 22   | Loss: 2.6796 | Time elapsed: [0000:10:28] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_22.pth
Epoch: 0  | Iteration: 23   | Loss: 2.6785 | Time elapsed: [0000:10:49] ......................... New model saved as D:\RNNGenerator\FusedRing8535_Trained\Epoch_0_Iteration_23.pth
Epoch: 0  | Iteration: 24   | Loss: 2.6792 | Time elapsed: [0000:11:09] 
Epoch: 0  | Iteration: 25   | Loss: 2.6809 | Time elapsed: [0000:11:30] 
Epoch: 0  | Iteration: 26   | Loss: 2.6816 | Time elapsed: [0000:11:50] 
Epoch: 0  | Iteration: 27   | Loss: 2.6812 | Time elapsed: [0000:12:10] 
Epoch: 0  | Iteration: 28   | Loss: 2.6806 | Time elapsed: [0000:12:30] 
Epoch: 0  | Iteration: 29   | Loss: 2.6799 | Time elapsed: [0000:12:51] 
Epoch: 0  | Iteration: 30   | Loss: 2.6795 | Time elapsed: [0000:13:11] 
Epoch: 0  | Iteration: 31   | Loss: 2.6805 | Time elapsed: [0000:13:32] 
Epoch: 0  | Iteration: 32   | Loss: 2.6804 | Time elapsed: [0000:13:53] 
Epoch: 0  | Iteration: 33   | Loss: 2.6798 | Time elapsed: [0000:14:14] 
Epoch: 0  | Iteration: 34   | Loss: 2.6798 | Time elapsed: [0000:14:34] 
Epoch: 0  | Iteration: 35   | Loss: 2.6805 | Time elapsed: [0000:14:55] 
Epoch: 0  | Iteration: 36   | Loss: 2.6813 | Time elapsed: [0000:15:15] 
Epoch: 0  | Iteration: 37   | Loss: 2.6818 | Time elapsed: [0000:15:37] 
Epoch: 0  | Iteration: 38   | Loss: 2.6817 | Time elapsed: [0000:15:57] 
Epoch: 0  | Iteration: 39   | Loss: 2.6812 | Time elapsed: [0000:16:18] 
Epoch: 0  | Iteration: 40   | Loss: 2.6812 | Time elapsed: [0000:16:38] 
Epoch: 0  | Iteration: 41   | Loss: 2.6809 | Time elapsed: [0000:16:59] 
Epoch: 0  | Iteration: 42   | Loss: 2.6798 | Time elapsed: [0000:17:19] 
Epoch: 0  | Iteration: 43   | Loss: 2.6796 | Time elapsed: [0000:17:40] 
Epoch: 0  | Iteration: 44   | Loss: 2.6785 | Time elapsed: [0000:18:01] 
Epoch: 0  | Iteration: 45   | Loss: 2.6796 | Time elapsed: [0000:18:21] 
Epoch: 0  | Iteration: 46   | Loss: 2.6796 | Time elapsed: [0000:18:42] 
Epoch: 0  | Iteration: 47   | Loss: 2.6792 | Time elapsed: [0000:19:03] 
Epoch: 0  | Iteration: 48   | Loss: 2.6792 | Time elapsed: [0000:19:24] 
Epoch: 0  | Iteration: 49   | Loss: 2.6797 | Time elapsed: [0000:19:44] 
Epoch: 0  | Iteration: 50   | Loss: 2.6806 | Time elapsed: [0000:20:05] 
Epoch: 0  | Iteration: 51   | Loss: 2.6808 | Time elapsed: [0000:20:26] 
Epoch: 0  | Iteration: 52   | Loss: 2.6799 | Time elapsed: [0000:20:47] 
Epoch: 0  | Iteration: 53   | Loss: 2.6796 | Time elapsed: [0000:21:08] 
Epoch: 0  | Iteration: 54   | Loss: 2.6803 | Time elapsed: [0000:21:29] 
Epoch: 0  | Iteration: 55   | Loss: 2.6804 | Time elapsed: [0000:21:50] 
Epoch: 0  | Iteration: 56   | Loss: 2.6816 | Time elapsed: [0000:22:10] 
Epoch: 0  | Iteration: 57   | Loss: 2.6818 | Time elapsed: [0000:22:31] 
Epoch: 0  | Iteration: 58   | Loss: 2.6821 | Time elapsed: [0000:22:52] 
Epoch: 0  | Iteration: 59   | Loss: 2.6814 | Time elapsed: [0000:23:13] 
Epoch: 0  | Iteration: 60   | Loss: 2.6817 | Time elapsed: [0000:23:34] 
Epoch: 0  | Iteration: 61   | Loss: 2.6819 | Time elapsed: [0000:23:55] 
Epoch: 0  | Iteration: 62   | Loss: 2.6815 | Time elapsed: [0000:24:16] 
Epoch: 0  | Iteration: 63   | Loss: 2.6818 | Time elapsed: [0000:24:37] 
Epoch: 0  | Iteration: 64   | Loss: 2.6814 | Time elapsed: [0000:24:58] 
Epoch: 0  | Iteration: 65   | Loss: 2.6815 | Time elapsed: [0000:25:19] 
Epoch: 0  | Iteration: 66   | Loss: 2.6812 | Time elapsed: [0000:25:41] 
Epoch: 0  | Iteration: 67   | Loss: 2.6809 | Time elapsed: [0000:26:02] 
Epoch: 0  | Iteration: 68   | Loss: 2.6809 | Time elapsed: [0000:26:23] 
Epoch: 0  | Iteration: 69   | Loss: 2.6823 | Time elapsed: [0000:26:45] 
Epoch: 0  | Iteration: 70   | Loss: 2.6824 | Time elapsed: [0000:27:06] 
Epoch: 0  | Iteration: 71   | Loss: 2.6824 | Time elapsed: [0000:27:27] 
Epoch: 0  | Iteration: 72   | Loss: 2.6827 | Time elapsed: [0000:27:48] 
Epoch: 0  | Iteration: 73   | Loss: 2.6825 | Time elapsed: [0000:28:09] 
Epoch: 0  | Iteration: 74   | Loss: 2.6827 | Time elapsed: [0000:28:30] 
Epoch: 0  | Iteration: 75   | Loss: 2.6831 | Time elapsed: [0000:28:52] 
Epoch: 0  | Iteration: 76   | Loss: 2.6842 | Time elapsed: [0000:29:13] 
Epoch: 0  | Iteration: 77   | Loss: 2.6845 | Time elapsed: [0000:29:34] 
Epoch: 0  | Iteration: 78   | Loss: 2.6844 | Time elapsed: [0000:29:56] 
Epoch: 0  | Iteration: 79   | Loss: 2.6836 | Time elapsed: [0000:30:17] 
Epoch: 0  | Iteration: 80   | Loss: 2.6843 | Time elapsed: [0000:30:38] 
Epoch: 0  | Iteration: 81   | Loss: 2.6846 | Time elapsed: [0000:30:59] 
Epoch: 0  | Iteration: 82   | Loss: 2.6844 | Time elapsed: [0000:31:20] 
Epoch: 0  | Iteration: 83   | Loss: 2.6837 | Time elapsed: [0000:31:41] 
Epoch: 0  | Iteration: 84   | Loss: 2.6838 | Time elapsed: [0000:32:02] 
Epoch: 0  | Iteration: 85   | Loss: 2.6833 | Time elapsed: [0000:32:23] 
Epoch: 0  | Iteration: 86   | Loss: 2.6832 | Time elapsed: [0000:32:44] 
Epoch: 0  | Iteration: 87   | Loss: 2.6827 | Time elapsed: [0000:33:06] 
Epoch: 0  | Iteration: 88   | Loss: 2.6832 | Time elapsed: [0000:33:26] 
Epoch: 0  | Iteration: 89   | Loss: 2.6830 | Time elapsed: [0000:33:47] 
Epoch: 0  | Iteration: 90   | Loss: 2.6832 | Time elapsed: [0000:34:08] 
Epoch: 0  | Iteration: 91   | Loss: 2.6840 | Time elapsed: [0000:34:29] 
Epoch: 0  | Iteration: 92   | Loss: 2.6827 | Time elapsed: [0000:34:50] 
Epoch: 0  | Iteration: 93   | Loss: 2.6827 | Time elapsed: [0000:35:11] 
Epoch: 0  | Iteration: 94   | Loss: 2.6822 | Time elapsed: [0000:35:33] 
Epoch: 0  | Iteration: 95   | Loss: 2.6820 | Time elapsed: [0000:35:54] 
Epoch: 0  | Iteration: 96   | Loss: 2.6825 | Time elapsed: [0000:36:15] 
Epoch: 0  | Iteration: 97   | Loss: 2.6818 | Time elapsed: [0000:36:36] 
Epoch: 0  | Iteration: 98   | Loss: 2.6825 | Time elapsed: [0000:36:58] 
Epoch: 0  | Iteration: 99   | Loss: 2.6828 | Time elapsed: [0000:37:19] 
Epoch: 0  | Iteration: 100  | Loss: 2.6840 | Time elapsed: [0000:37:40] 
Epoch: 0  | Iteration: 101  | Loss: 2.6837 | Time elapsed: [0000:38:01] 
Epoch: 0  | Iteration: 102  | Loss: 2.6838 | Time elapsed: [0000:38:22] 
