Node=128
NumLayer=3
Batch=size128
Dropout=0
LearnRate=0.01
Dataset size: torch.Size([267554, 1, 22])
Integer dataset size: torch.Size([267554])
Epoch: 0  | Iteration: 0    | Loss: 3.0977 | Time elapsed: [0000:00:16] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_0.pth
Epoch: 0  | Iteration: 1    | Loss: 2.7612 | Time elapsed: [0000:00:34] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_1.pth
Epoch: 0  | Iteration: 2    | Loss: 2.6571 | Time elapsed: [0000:00:53] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_2.pth
Epoch: 0  | Iteration: 3    | Loss: 2.6523 | Time elapsed: [0000:01:11] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_3.pth
Epoch: 0  | Iteration: 4    | Loss: 2.6252 | Time elapsed: [0000:01:31] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_4.pth
Epoch: 0  | Iteration: 5    | Loss: 2.6092 | Time elapsed: [0000:01:50] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_5.pth
Epoch: 0  | Iteration: 6    | Loss: 2.6077 | Time elapsed: [0000:02:10] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_6.pth
Epoch: 0  | Iteration: 7    | Loss: 2.6127 | Time elapsed: [0000:02:30] 
Epoch: 0  | Iteration: 8    | Loss: 2.6101 | Time elapsed: [0000:02:49] 
Epoch: 0  | Iteration: 9    | Loss: 2.6015 | Time elapsed: [0000:03:09] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_9.pth
Epoch: 0  | Iteration: 10   | Loss: 2.5987 | Time elapsed: [0000:03:30] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_10.pth
Epoch: 0  | Iteration: 11   | Loss: 2.5990 | Time elapsed: [0000:03:50] 
Epoch: 0  | Iteration: 12   | Loss: 2.6001 | Time elapsed: [0000:04:10] 
Epoch: 0  | Iteration: 13   | Loss: 2.6001 | Time elapsed: [0000:04:30] 
Epoch: 0  | Iteration: 14   | Loss: 2.5998 | Time elapsed: [0000:04:50] 
Epoch: 0  | Iteration: 15   | Loss: 2.5984 | Time elapsed: [0000:05:10] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_15.pth
Epoch: 0  | Iteration: 16   | Loss: 2.5976 | Time elapsed: [0000:05:30] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_16.pth
Epoch: 0  | Iteration: 17   | Loss: 2.5951 | Time elapsed: [0000:05:51] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_17.pth
Epoch: 0  | Iteration: 18   | Loss: 2.5921 | Time elapsed: [0000:06:11] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_18.pth
Epoch: 0  | Iteration: 19   | Loss: 2.5887 | Time elapsed: [0000:06:31] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_19.pth
Epoch: 0  | Iteration: 20   | Loss: 2.5860 | Time elapsed: [0000:06:52] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_20.pth
Epoch: 0  | Iteration: 21   | Loss: 2.5815 | Time elapsed: [0000:07:12] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_21.pth
Epoch: 0  | Iteration: 22   | Loss: 2.5771 | Time elapsed: [0000:07:32] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_22.pth
Epoch: 0  | Iteration: 23   | Loss: 2.5732 | Time elapsed: [0000:07:53] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_23.pth
Epoch: 0  | Iteration: 24   | Loss: 2.5723 | Time elapsed: [0000:08:13] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_24.pth
Epoch: 0  | Iteration: 25   | Loss: 2.5716 | Time elapsed: [0000:08:33] ......................... New model saved as TrainHighTd559\Epoch_0_Iteration_25.pth
Epoch: 0  | Iteration: 26   | Loss: 2.5720 | Time elapsed: [0000:08:54] 
Epoch: 0  | Iteration: 27   | Loss: 2.5730 | Time elapsed: [0000:09:14] 
Epoch: 0  | Iteration: 28   | Loss: 2.5750 | Time elapsed: [0000:09:34] 
Epoch: 0  | Iteration: 29   | Loss: 2.5772 | Time elapsed: [0000:09:54] 
Epoch: 0  | Iteration: 30   | Loss: 2.5786 | Time elapsed: [0000:10:15] 
Epoch: 0  | Iteration: 31   | Loss: 2.5803 | Time elapsed: [0000:10:35] 
Epoch: 0  | Iteration: 32   | Loss: 2.5821 | Time elapsed: [0000:10:56] 
Epoch: 0  | Iteration: 33   | Loss: 2.5852 | Time elapsed: [0000:11:16] 
Epoch: 0  | Iteration: 34   | Loss: 2.5874 | Time elapsed: [0000:11:37] 
Epoch: 0  | Iteration: 35   | Loss: 2.5896 | Time elapsed: [0000:11:57] 
Epoch: 0  | Iteration: 36   | Loss: 2.5897 | Time elapsed: [0000:12:17] 
Epoch: 0  | Iteration: 37   | Loss: 2.5898 | Time elapsed: [0000:12:38] 
Epoch: 0  | Iteration: 38   | Loss: 2.5900 | Time elapsed: [0000:13:00] 
Epoch: 0  | Iteration: 39   | Loss: 2.5897 | Time elapsed: [0000:13:20] 
Epoch: 0  | Iteration: 40   | Loss: 2.5897 | Time elapsed: [0000:13:41] 
Epoch: 0  | Iteration: 41   | Loss: 2.5899 | Time elapsed: [0000:14:01] 
Epoch: 0  | Iteration: 42   | Loss: 2.5932 | Time elapsed: [0000:14:22] 
Epoch: 0  | Iteration: 43   | Loss: 2.5938 | Time elapsed: [0000:14:42] 
Epoch: 0  | Iteration: 44   | Loss: 2.5959 | Time elapsed: [0000:15:03] 
Epoch: 0  | Iteration: 45   | Loss: 2.5979 | Time elapsed: [0000:15:23] 
Epoch: 0  | Iteration: 46   | Loss: 2.5998 | Time elapsed: [0000:15:45] 
Epoch: 0  | Iteration: 47   | Loss: 2.6005 | Time elapsed: [0000:16:05] 
Epoch: 0  | Iteration: 48   | Loss: 2.6018 | Time elapsed: [0000:16:26] 
Epoch: 0  | Iteration: 49   | Loss: 2.6038 | Time elapsed: [0000:16:47] 
Epoch: 0  | Iteration: 50   | Loss: 2.6038 | Time elapsed: [0000:17:07] 
Epoch: 0  | Iteration: 51   | Loss: 2.6038 | Time elapsed: [0000:17:27] 
Epoch: 0  | Iteration: 52   | Loss: 2.6038 | Time elapsed: [0000:17:48] 
Epoch: 0  | Iteration: 53   | Loss: 2.6038 | Time elapsed: [0000:18:09] 
Epoch: 0  | Iteration: 54   | Loss: 2.6039 | Time elapsed: [0000:18:29] 
Epoch: 0  | Iteration: 55   | Loss: 2.6041 | Time elapsed: [0000:18:50] 
Epoch: 0  | Iteration: 56   | Loss: 2.6039 | Time elapsed: [0000:19:11] 
Epoch: 0  | Iteration: 57   | Loss: 2.5994 | Time elapsed: [0000:19:32] 
Epoch: 0  | Iteration: 58   | Loss: 2.5956 | Time elapsed: [0000:19:53] 
Epoch: 0  | Iteration: 59   | Loss: 2.5949 | Time elapsed: [0000:20:14] 
Epoch: 0  | Iteration: 60   | Loss: 2.5901 | Time elapsed: [0000:20:35] 
Epoch: 0  | Iteration: 61   | Loss: 2.5883 | Time elapsed: [0000:20:56] 
Epoch: 0  | Iteration: 62   | Loss: 2.5857 | Time elapsed: [0000:21:17] 
Epoch: 0  | Iteration: 63   | Loss: 2.5836 | Time elapsed: [0000:21:39] 
Epoch: 0  | Iteration: 64   | Loss: 2.5841 | Time elapsed: [0000:22:00] 
Epoch: 0  | Iteration: 65   | Loss: 2.5842 | Time elapsed: [0000:22:21] 
Epoch: 0  | Iteration: 66   | Loss: 2.5865 | Time elapsed: [0000:22:42] 
Epoch: 0  | Iteration: 67   | Loss: 2.5891 | Time elapsed: [0000:23:03] 
Epoch: 0  | Iteration: 68   | Loss: 2.5903 | Time elapsed: [0000:23:24] 
Epoch: 0  | Iteration: 69   | Loss: 2.5914 | Time elapsed: [0000:23:45] 
Epoch: 0  | Iteration: 70   | Loss: 2.5913 | Time elapsed: [0000:24:07] 
Epoch: 0  | Iteration: 71   | Loss: 2.5904 | Time elapsed: [0000:24:29] 
Epoch: 0  | Iteration: 72   | Loss: 2.5903 | Time elapsed: [0000:24:51] 
Epoch: 0  | Iteration: 73   | Loss: 2.5897 | Time elapsed: [0000:25:13] 
Epoch: 0  | Iteration: 74   | Loss: 2.5879 | Time elapsed: [0000:25:35] 
Epoch: 0  | Iteration: 75   | Loss: 2.5892 | Time elapsed: [0000:25:57] 
Epoch: 0  | Iteration: 76   | Loss: 2.5858 | Time elapsed: [0000:26:18] 
Epoch: 0  | Iteration: 77   | Loss: 2.5936 | Time elapsed: [0000:26:40] 
Epoch: 0  | Iteration: 78   | Loss: 2.5810 | Time elapsed: [0000:27:01] 
Epoch: 0  | Iteration: 79   | Loss: 2.5869 | Time elapsed: [0000:27:23] 
Epoch: 0  | Iteration: 80   | Loss: 2.5773 | Time elapsed: [0000:27:44] 
Epoch: 0  | Iteration: 81   | Loss: 2.5934 | Time elapsed: [0000:28:06] 
Epoch: 0  | Iteration: 82   | Loss: 2.5788 | Time elapsed: [0000:28:27] 
Epoch: 0  | Iteration: 83   | Loss: 2.5781 | Time elapsed: [0000:28:48] 
